Дата оплаты	Лицевой счет	Сумма
08.02.2021	162604496	2513,04
08.02.2021	162605036	3320,29
08.02.2021	162605154	3474,05
08.02.2021	162605221	3450,02
08.02.2021	162605275	2340,06
08.02.2021	162606238	2388,10
08.02.2021	162607046	831,27
08.02.2021	162607177	1883,58
08.02.2021	162607207	2392,91
08.02.2021	162608096	341,16
08.02.2021	162608305	970,62
08.02.2021	162610036	3180,94
08.02.2021	162610095	2181,49
08.02.2021	162610265	2123,84
08.02.2021	170103424	619,85
08.02.2021	170103455	1369,44
08.02.2021	170104037	1513,60
08.02.2021	170104433	1081,13
08.02.2021	170104451	349,83
08.02.2021	170104483	663,09
08.02.2021	170105110	1061,91
08.02.2021	170106076	1196,46
08.02.2021	170106088	321,93
08.02.2021	170106277	1162,82
08.02.2021	170107372	1710,60
08.02.2021	170108105	1902,79
08.02.2021	170108175	2243,96
08.02.2021	170108183	1325,88
08.02.2021	170108239	2489,01
08.02.2021	170109189	749,58
08.02.2021	170109203	970,62
08.02.2021	170110333	2070,97
08.02.2021	170111083	1835,51
08.02.2021	170112010	999,45
08.02.2021	170112160	1922,02
08.02.2021	170112164	2407,33
08.02.2021	170114034	1057,11
08.02.2021	170114604	1105,16
08.02.2021	170209575	1465,54
08.02.2021	170415548	1628,91
08.02.2021	170501090	250,49
08.02.2021	170506113	1268,53
08.02.2021	170506145	446,87
08.02.2021	170506146	1835,51
08.02.2021	170507115	2250,11
08.02.2021	170602168	1869,16
08.02.2021	170606027	2293,30
08.02.2021	170609087	2431,50
08.02.2021	170609128	699,65
08.02.2021	170612006	725,56
08.02.2021	170613049	1356,11
08.02.2021	170613053	1101,31
08.02.2021	170613055	1498,64
08.02.2021	170613060	1990,98
08.02.2021	170711073	3056,01
08.02.2021	170714456	3627,81
08.02.2021	170718008	3570,16
08.02.2021	170719145	3411,58
08.02.2021	170801063	1744,23
08.02.2021	170801191	2090,20
08.02.2021	170804128	1593,65
08.02.2021	170804138	1950,85
08.02.2021	170804155	2371,04
08.02.2021	170816034	3426,00
08.02.2021	170816051	3291,46
08.02.2021	170816052	3180,94
08.02.2021	170816053	3339,51
08.02.2021	170816054	3185,75
08.02.2021	170816055	3022,37
08.02.2021	170816056	2969,52
08.02.2021	170816057	2983,93
08.02.2021	180102212	1729,82
08.02.2021	180107150	1477,04
08.02.2021	180108166	1811,50
08.02.2021	180109058	2171,88
08.02.2021	180112033	2570,70
08.02.2021	180112064	432,45
08.02.2021	180113125	2330,46
08.02.2021	180205205	3178,65
08.02.2021	180207017	3733,52
08.02.2021	180207043	2660,40
08.02.2021	180209064	3118,47
08.02.2021	180209073	1893,19
08.02.2021	180209109	1547,23
08.02.2021	180211139	2509,24
08.02.2021	180213022	182,59
08.02.2021	180213081	2758,10
08.02.2021	180213107	418,93
08.02.2021	180213162	3334,70
08.02.2021	180213182	2280,34
08.02.2021	180214024	2844,59
08.02.2021	180214263	3426,00
08.02.2021	180235148	783,23
08.02.2021	180236085	3325,49
08.02.2021	180302011	2119,03
08.02.2021	180302012	1220,49
08.02.2021	180302115	1762,08
08.02.2021	180303141	1042,69
08.02.2021	180305027	3060,81
08.02.2021	180305176	1355,02
08.02.2021	180307189	2181,49
08.02.2021	180309058	2694,94
08.02.2021	180310012	1001,97
08.02.2021	180310096	2677,68
08.02.2021	180310173	1412,69
08.02.2021	180310175	1672,15
08.02.2021	180311104	2282,40
08.02.2021	180311171	1873,97
08.02.2021	180311227	2594,72
08.02.2021	180311228	2046,95
08.02.2021	180311229	3190,55
08.02.2021	180311230	2383,30
08.02.2021	180312157	2575,50
08.02.2021	180313124	2734,07
08.02.2021	180313242	1081,13
08.02.2021	180313296	1306,98
08.02.2021	180313297	2103,27
08.02.2021	180314046	2292,00
08.02.2021	180316070	3012,76
08.02.2021	180401087	232,22
08.02.2021	180402151	2051,44
08.02.2021	180402159	1859,55
08.02.2021	180403023	725,56
08.02.2021	180404024	2070,97
08.02.2021	180405051	2609,14
08.02.2021	180407053	1464,09
08.02.2021	180409078	1960,46
08.02.2021	180409079	1475,14
08.02.2021	180410028	1013,87
08.02.2021	180410082	3277,05
08.02.2021	180410090	2634,48
08.02.2021	180411013	2070,97
08.02.2021	180411166	888,94
08.02.2021	180412137	2969,52
08.02.2021	180412176	1114,26
08.02.2021	180412270	2839,78
08.02.2021	180414212	2418,54
08.02.2021	180415001	2733,82
08.02.2021	180415070	2664,72
08.02.2021	180415073	1489,56
08.02.2021	180421093	528,55
08.02.2021	180422171	915,59
08.02.2021	180422302	2824,51
08.02.2021	180422357	1965,07
08.02.2021	180422394	2643,12
08.02.2021	180601042	1023,57
08.02.2021	180616151	965,81
08.02.2021	180616169	3180,94
08.02.2021	180616170	3565,34
08.02.2021	180616171	3387,56
08.02.2021	180623088	2460,19
08.02.2021	180623089	2637,97
08.02.2021	180704189	639,19
08.02.2021	180709034	961,01
08.02.2021	180709079	906,95
08.02.2021	180709174	2066,17
08.02.2021	180711199	2022,93
08.02.2021	180715110	3692,60
08.02.2021	180716009	3310,67
08.02.2021	180716030	2548,11
08.02.2021	180721063	2604,33
08.02.2021	180721138	3238,60
08.02.2021	180721203	62,47
08.02.2021	180802146	1090,75
08.02.2021	180802222	1614,50
08.02.2021	180803938	586,22
08.02.2021	180812201	3152,74
08.02.2021	180911161	1287,01
08.02.2021	180913969	682,32
08.02.2021	180914200	2354,47
08.02.2021	180915055	1984,48
08.02.2021	180916114	2287,20
08.02.2021	180917017	759,19
08.02.2021	180917019	2522,65
08.02.2021	180917309	1994,09
08.02.2021	181006177	3747,93
08.02.2021	181006180	2673,36
08.02.2021	181010197	3005,90
08.02.2021	181010203	1053,79
08.02.2021	181012010	2950,31
08.02.2021	181012157	1133,99
08.02.2021	181015197	3342,77
08.02.2021	181016117	1161,77
08.02.2021	181016165	1792,28
08.02.2021	181016169	1638,52
08.02.2021	181019139	1215,68
08.02.2021	181022091	1715,40
08.02.2021	181101152	913,71
08.02.2021	181102033	2811,56
08.02.2021	181102137	3770,34
08.02.2021	181102203	1382,03
08.02.2021	181802205	2181,49
08.02.2021	181803018	2460,19
08.02.2021	181813122	539,86
08.02.2021	181819047	3226,17
08.02.2021	200105169	1377,71
08.02.2021	200107096	3277,99
08.02.2021	200109200	1744,23
08.02.2021	200111080	144,15
08.02.2021	200208096	1768,25
08.02.2021	200209081	2921,46
08.02.2021	200501178	3022,37
08.02.2021	200504114	91,30
08.02.2021	211301001	3260,72
08.02.2021	211301005	1225,29
08.02.2021	211301089	3783,29
08.02.2021	211301215	2777,32
08.02.2021	211302097	2634,48
08.02.2021	211303102	2916,66
08.02.2021	211303210	3368,68
08.02.2021	211303211	2755,41
08.02.2021	211304043	2239,15
08.02.2021	211307007	3381,65
08.02.2021	211307053	2193,96
08.02.2021	211308011	3406,78
08.02.2021	211308012	975,42
08.02.2021	211308014	288,30
08.02.2021	211308052	306,64
08.02.2021	211308102	552,81
08.02.2021	211308113	2671,60
08.02.2021	211309163	3685,47
08.02.2021	211309164	1729,82
08.02.2021	211310052	336,87
08.02.2021	211310065	2107,59
08.02.2021	211310246	1335,80
08.02.2021	211311071	2248,76
08.02.2021	211313009	3515,52
08.02.2021	211313022	3049,09
08.02.2021	211313138	2457,42
08.02.2021	211313190	2055,76
08.02.2021	211314046	1433,85
08.02.2021	211314113	3498,25
08.02.2021	211315180	1433,85
08.02.2021	211316008	1369,07
08.02.2021	211316049	1600,08
08.02.2021	211317192	336,87
08.02.2021	211318018	3685,47
08.02.2021	211318021	3459,63
08.02.2021	211328224	1140,17
08.02.2021	211328245	1897,99
08.02.2021	211329149	2846,11
08.02.2021	211329151	1585,02
08.02.2021	211330080	2332,16
08.02.2021	211405168	3176,14
08.02.2021	211408169	3401,97
08.02.2021	211416113	2163,73
08.02.2021	211419101	3563,04
08.02.2021	211503042	2724,45
08.02.2021	211505158	2107,59
08.02.2021	211507058	3152,74
08.02.2021	211507198	985,04
08.02.2021	230107218	298,01
08.02.2021	230110007	4,32
08.02.2021	230113228	480,51
08.02.2021	230114056	1393,46
08.02.2021	230114169	643,88
08.02.2021	230114185	1760,69
08.02.2021	230115051	360,38
08.02.2021	230115243	2820,56
08.02.2021	230115310	3104,06
08.02.2021	230115330	153,76
08.02.2021	230115433	2700,44
08.02.2021	230116529	100,91
08.02.2021	230117029	557,38
08.02.2021	230209002	1859,55
08.02.2021	230210139	2215,12
08.02.2021	230210231	264,29
08.02.2021	230213178	2873,42
08.02.2021	230306082	514,14
08.02.2021	230306124	1494,32
08.02.2021	230306322	2349,44
08.02.2021	230307009	1331,00
08.02.2021	230307138	1593,65
08.02.2021	230307186	1312,93
08.02.2021	230308138	3627,81
08.02.2021	230309118	1010,61
08.02.2021	230310027	2618,75
08.02.2021	230310244	2248,76
08.02.2021	230311235	67,28
08.02.2021	230401124	3377,95
09.02.2021	230401131	2954,08
09.02.2021	230401201	2940,68
09.02.2021	230506251	1547,23
09.02.2021	230506252	3233,79
09.02.2021	230514098	2591,29
09.02.2021	230515073	2407,33
09.02.2021	230515108	2599,93
09.02.2021	230601058	3123,28
09.02.2021	230614019	2282,40
09.02.2021	230702014	2280,34
09.02.2021	230719073	1490,00
09.02.2021	230719142	509,33
09.02.2021	230902031	5266,33
09.02.2021	230902210	64,78
09.02.2021	230903063	1943,47
09.02.2021	230903094	2205,51
09.02.2021	230903148	2066,17
09.02.2021	230903155	2191,10
09.02.2021	230903178	2272,79
09.02.2021	240117008	60,46
09.02.2021	240120038	2016,90
09.02.2021	240120134	1883,58
09.02.2021	240629018	2834,97
09.02.2021	240629053	4968,42
09.02.2021	242043309	3290,95
09.02.2021	242043329	3863,26
09.02.2021	242043336	3385,96
09.02.2021	242043341	3574,96
09.02.2021	242144100	2392,91
09.02.2021	242144156	1593,65
09.02.2021	242346387	1018,67
09.02.2021	242447247	207,31
09.02.2021	242750425	2172,37
09.02.2021	243030079	1960,46
09.02.2021	243030132	1902,79
09.02.2021	243030202	1356,56
09.02.2021	243030206	3421,19
09.02.2021	250105030	1926,83
09.02.2021	250105051	2445,77
09.02.2021	250105052	2791,73
09.02.2021	250109021	2335,25
09.02.2021	250111170	5295,16
09.02.2021	250112055	1801,89
09.02.2021	250127042	2786,93
09.02.2021	250127043	2272,79
09.02.2021	250127055	2330,46
09.02.2021	250127059	2637,97
09.02.2021	250127060	2445,77
09.02.2021	250127061	3176,14
09.02.2021	250127062	1725,01
09.02.2021	250128110	2239,15
09.02.2021	250131071	4886,73
05.02.2021	250131116	3421,19
09.02.2021	250132030	8210,09
09.02.2021	250301012	2940,68
09.02.2021	250301059	2988,74
09.02.2021	250301066	1854,74
09.02.2021	250301106	3051,21
09.02.2021	250301107	2825,36
09.02.2021	250301108	3036,79
09.02.2021	250301109	2863,81
09.02.2021	250301110	1417,50
09.02.2021	250303097	1407,88
