31.10.2020	83983529	531	91295
31.10.2020	83983539	2799	92705
31.10.2020	83983545	5268	118079
31.10.2020	83983546	8939	115666
31.10.2020	83983590	135	121400
31.10.2020	83983592	8360	112443
31.10.2020	83983638	30	99786
31.10.2020	83983650	158	65471
31.10.2020	83983652	82	118040
31.10.2020	83983656	152	126076
31.10.2020	83983668	963	119834
31.10.2020	83983669	49	104193
31.10.2020	83983670	105	128155
31.10.2020	83983710	159	119667
31.10.2020	83983713	1263	119021
31.10.2020	83983718	7496	124108
31.10.2020	83983731	1268	104006
31.10.2020	83983760	55	98202
31.10.2020	83983770	15	97804
31.10.2020	83983772	774	104744
31.10.2020	83983884	4409	67327
31.10.2020	83983909	6509	88980
31.10.2020	83983914	381	37337
31.10.2020	83983917	23	89223
31.10.2020	83983934	2981	109540
31.10.2020	83983938	39058	29900
31.10.2020	83983949	119	74291
31.10.2020	83983951	2599	99795
31.10.2020	83983953	271	72018
31.10.2020	83983959	7121	41095
31.10.2020	83983961	68	106678
31.10.2020	83983964	3338	54622
31.10.2020	83983967	542	120599
31.10.2020	84015567	20	98966
31.10.2020	84015582	27137	87575
31.10.2020	84015596	6299	52000
31.10.2020	84015610	10903	60822
31.10.2020	84015614	19	83704
31.10.2020	84015638	194	105981
31.10.2020	84015640	83	96897
31.10.2020	84015644	3171	109945
31.10.2020	84015654	61	92231
31.10.2020	84015657	12026	85021
31.10.2020	84015683	17	81856
31.10.2020	84015689	1818	104153
31.10.2020	84015698	856	107247
31.10.2020	84015713	4922	32908
31.10.2020	84015754	0	28646
31.10.2020	84015763	88	95882
31.10.2020	84015765	26	93353
31.10.2020	84015772	115	60438
31.10.2020	84015777	2168	79425
31.10.2020	84015778	2877	33525
31.10.2020	84015786	3333	89324
31.10.2020	84015792	285	86937
31.10.2020	84015796	8127	84437
31.10.2020	84015797	43696	65137
31.10.2020	84015798	3663	16862
31.10.2020	84015810	15997	56769
31.10.2020	84015811	2107	103860
31.10.2020	84015854	1437	100643
31.10.2020	84015871	2887	100779
31.10.2020	84015872	43	104955
31.10.2020	84015882	31	106097
31.10.2020	84015910	20	95369
31.10.2020	84015915	69	100134
31.10.2020	84015961	696	110236
31.10.2020	84015987	5795	93939
31.10.2020	84015989	20	97666
31.10.2020	84015993	19	100572
31.10.2020	84015999	28042	90136
31.10.2020	84016005	2508	113553
31.10.2020	84016006	2234	106815
31.10.2020	84016023	77	109727
31.10.2020	84016026	5486	53601
31.10.2020	84016033	8238	69229
31.10.2020	84016034	832	111616
31.10.2020	84016035	18	98149
31.10.2020	84016054	20	111452
31.10.2020	84016056	18	97668
31.10.2020	84056375	2547	56477
31.10.2020	84056386	4218	106300
31.10.2020	84056444	4179	86905
31.10.2020	84056456	37	85794
31.10.2020	84056468	3131	36670
31.10.2020	84056539	4629	56835
31.10.2020	84056543	7769	91277
31.10.2020	84056556	2012	102718
31.10.2020	84056557	9654	38153
31.10.2020	84056558	1306	91975
31.10.2020	84056591	7178	77337
31.10.2020	84056598	5628	92703
31.10.2020	84056605	468	97592
